Country Name,iso,region,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Europe & Central Asia (excluding high income),ECA,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1874733,NA,NA,NA,NA,26.09659668,NA,NA,NA,NA,25.76749518,NA,NA,NA,NA,25.67431964,NA,NA,NA,NA,26.60138686,26.37682055,25.52119615,25.09961473,24.27557194,25.40680953,24.31862265,24.43393927,NA,NA
Europe & Central Asia,ECS,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.92916541,NA,NA,NA,NA,20.86729393,NA,NA,NA,NA,20.33501769,NA,NA,NA,NA,20.15344472,NA,NA,NA,NA,20.58259725,20.5751036,19.50011895,19.07915982,18.39049124,18.99890934,18.00777789,18.08195597,NA,NA
Ecuador,ECU,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.42443364,NA,NA,NA,NA,18.48500925,NA,NA,NA,NA,18.70026501,NA,NA,NA,NA,19.91466892,NA,NA,NA,NA,19.97918812,19.321995,19.55771048,18.1186093,16.23418751,15.69970761,14.98157801,14.88610066,NA,NA
Ecuador,ECU,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.42443364,NA,NA,NA,NA,18.48500925,NA,NA,NA,NA,18.70026501,NA,NA,NA,NA,19.91466892,NA,NA,NA,NA,19.97918812,19.321995,19.55771048,18.1186093,16.23418751,15.69970761,14.98157801,14.88610066,NA,NA
"Egypt, Arab Rep.",EGY,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.47526578,NA,NA,NA,NA,72.33836024,NA,NA,NA,NA,73.26431954,NA,NA,NA,NA,74.03844104,NA,NA,NA,NA,77.44661885,70.78635638,72.79056861,76.21365354,76.55960126,88.21338765,88.1485004,86.99945205,NA,NA
"Egypt, Arab Rep.",EGY,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.47526578,NA,NA,NA,NA,72.33836024,NA,NA,NA,NA,73.26431954,NA,NA,NA,NA,74.03844104,NA,NA,NA,NA,77.44661885,70.78635638,72.79056861,76.21365354,76.55960126,88.21338765,88.1485004,86.99945205,NA,NA
"Egypt, Arab Rep.",EGY,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.47526578,NA,NA,NA,NA,72.33836024,NA,NA,NA,NA,73.26431954,NA,NA,NA,NA,74.03844104,NA,NA,NA,NA,77.44661885,70.78635638,72.79056861,76.21365354,76.55960126,88.21338765,88.1485004,86.99945205,NA,NA
Euro area,EMU,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.78425799,NA,NA,NA,NA,15.86456225,NA,NA,NA,NA,15.34217132,NA,NA,NA,NA,15.1318016,NA,NA,NA,NA,15.1874175,15.36638618,14.15750083,13.78814167,13.22454571,13.43055357,12.46607318,12.52511115,NA,NA
Eritrea,ERI,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9213334,NA,NA,NA,NA,46.3436351,NA,NA,NA,NA,46.37292994,NA,NA,NA,NA,47.11026453,NA,NA,NA,NA,45.2271386,45.25744675,46.13384645,47.62781596,44.37494629,49.82891214,48.67093668,48.03019868,NA,NA
Spain,ESP,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.21132253,NA,NA,NA,NA,11.9453955,NA,NA,NA,NA,11.77420863,NA,NA,NA,NA,11.56902518,NA,NA,NA,NA,11.3493291,12.03799789,11.14962332,10.74258206,10.07458883,10.44910241,9.704138553,9.697927863,NA,NA
Estonia,EST,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.051927283,NA,NA,NA,NA,8.578045915,NA,NA,NA,NA,8.227386728,NA,NA,NA,NA,8.457242673,NA,NA,NA,NA,8.519848763,8.442558919,7.810698651,7.482813578,7.705552572,7.003727673,6.821448031,6.732124015,NA,NA
Ethiopia,ETH,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80074932,NA,NA,NA,NA,35.83580493,NA,NA,NA,NA,35.53396675,NA,NA,NA,NA,34.35100758,NA,NA,NA,NA,35.63414541,36.31794195,35.97384213,35.88420536,35.04359745,38.85860469,39.24503758,38.97873776,NA,NA
Ethiopia,ETH,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80074932,NA,NA,NA,NA,35.83580493,NA,NA,NA,NA,35.53396675,NA,NA,NA,NA,34.35100758,NA,NA,NA,NA,35.63414541,36.31794195,35.97384213,35.88420536,35.04359745,38.85860469,39.24503758,38.97873776,NA,NA
European Union,EUU,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9600542,NA,NA,NA,NA,16.85927135,NA,NA,NA,NA,16.15598311,NA,NA,NA,NA,15.94621027,NA,NA,NA,NA,15.97908406,16.15636937,14.86924373,14.39668788,13.81144457,13.9960792,13.05569067,13.0800302,NA,NA
Fragile and conflict affected situations,FCS,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.99432509,NA,NA,NA,NA,42.48135067,NA,NA,NA,NA,42.1166532,NA,NA,NA,NA,41.58045459,NA,NA,NA,NA,41.86378149,42.28299726,42.44574285,41.78906613,40.13990576,44.12145428,42.33222426,42.25681271,NA,NA
Finland,FIN,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.412718231,NA,NA,NA,NA,7.232851604,NA,NA,NA,NA,7.093878711,NA,NA,NA,NA,7.142454436,NA,NA,NA,NA,7.190331396,7.283699708,6.601133581,6.278689198,6.468639868,6.063834353,5.893757483,5.861331001,NA,NA
Fiji,FJI,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06679233,NA,NA,NA,NA,12.95578021,NA,NA,NA,NA,13.13845363,NA,NA,NA,NA,12.90249547,NA,NA,NA,NA,13.53381346,13.83646142,12.85205328,12.14461761,11.92289283,11.64194513,11.05934316,10.8401599,NA,NA
France,FRA,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84966725,NA,NA,NA,NA,15.27350321,NA,NA,NA,NA,14.72301795,NA,NA,NA,NA,14.70450609,NA,NA,NA,NA,14.84562127,14.87801926,13.83475371,13.5943087,12.28970307,12.74570798,11.85518422,11.81496362,NA,NA
France,FRA,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84966725,NA,NA,NA,NA,15.27350321,NA,NA,NA,NA,14.72301795,NA,NA,NA,NA,14.70450609,NA,NA,NA,NA,14.84562127,14.87801926,13.83475371,13.5943087,12.28970307,12.74570798,11.85518422,11.81496362,NA,NA
Faroe Islands,FRO,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,FRO,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
"Micronesia, Fed. Sts.",FSM,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.01098216,NA,NA,NA,NA,14.07006258,NA,NA,NA,NA,14.12448447,NA,NA,NA,NA,14.00630093,NA,NA,NA,NA,13.7492452,13.7316521,12.97443872,12.74251533,11.86686885,11.72598465,11.13451107,11.28339944,NA,NA
Gabon,GAB,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.91521481,NA,NA,NA,NA,42.84732106,NA,NA,NA,NA,42.58917115,NA,NA,NA,NA,39.97835312,NA,NA,NA,NA,40.27757856,41.13028375,40.8140906,40.72566252,41.31956969,44.09590117,43.72065291,44.38554846,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
United Kingdom,GBR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.50818671,NA,NA,NA,NA,13.00544434,NA,NA,NA,NA,12.61822928,NA,NA,NA,NA,12.53789689,NA,NA,NA,NA,12.29910815,12.84799901,11.81449494,11.61890149,10.80055978,10.75487287,10.50466684,10.47269039,NA,NA
Georgia,GEO,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52648592,NA,NA,NA,NA,25.27307039,NA,NA,NA,NA,25.27380103,NA,NA,NA,NA,25.62728402,NA,NA,NA,NA,26.10123773,26.78360332,25.00284928,23.91020353,22.96670742,24.25264627,21.82963618,22.19605462,NA,NA
Ghana,GHA,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.59497922,NA,NA,NA,NA,34.75965465,NA,NA,NA,NA,35.03722259,NA,NA,NA,NA,26.80667242,NA,NA,NA,NA,27.36828359,28.21169897,28.89742723,27.81534006,25.8895233,34.68190071,36.25265622,34.7135141,NA,NA
Gibraltar,GIB,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gibraltar,GIB,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.69337283,NA,NA,NA,NA,24.18143289,NA,NA,NA,NA,24.03487457,NA,NA,NA,NA,22.44512582,NA,NA,NA,NA,21.97102786,22.44535934,22.98996509,21.25856145,21.19667275,26.94288524,24.77771417,26.0624902,NA,NA
Guinea,GIN,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.69337283,NA,NA,NA,NA,24.18143289,NA,NA,NA,NA,24.03487457,NA,NA,NA,NA,22.44512582,NA,NA,NA,NA,21.97102786,22.44535934,22.98996509,21.25856145,21.19667275,26.94288524,24.77771417,26.0624902,NA,NA
"Gambia, The",GMB,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29382272,NA,NA,NA,NA,34.77638077,NA,NA,NA,NA,34.60088048,NA,NA,NA,NA,30.28366896,NA,NA,NA,NA,30.20126341,29.26492223,30.72906478,29.80467273,30.62189539,36.30538082,32.61530208,33.98263855,NA,NA
"Gambia, The",GMB,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29382272,NA,NA,NA,NA,34.77638077,NA,NA,NA,NA,34.60088048,NA,NA,NA,NA,30.28366896,NA,NA,NA,NA,30.20126341,29.26492223,30.72906478,29.80467273,30.62189539,36.30538082,32.61530208,33.98263855,NA,NA
