Country Name,iso,region,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
West Bank and Gaza,PSE,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.22575105,NA,NA,NA,NA,34.16200122,NA,NA,NA,NA,33.85375163,NA,NA,NA,NA,31.97449427,NA,NA,NA,NA,33.00667425,32.87331274,32.76945904,33.49296358,33.44828276,33.89141151,32.74206764,33.22563038,NA,NA
West Bank and Gaza,PSE,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.22575105,NA,NA,NA,NA,34.16200122,NA,NA,NA,NA,33.85375163,NA,NA,NA,NA,31.97449427,NA,NA,NA,NA,33.00667425,32.87331274,32.76945904,33.49296358,33.44828276,33.89141151,32.74206764,33.22563038,NA,NA
Pacific island small states,PSS,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4350977,NA,NA,NA,NA,13.27941684,NA,NA,NA,NA,13.54323677,NA,NA,NA,NA,13.53666173,NA,NA,NA,NA,13.84472898,14.03611306,13.06152876,12.45048523,12.00545886,11.998341,11.30303147,11.2676414,NA,NA
Post-demographic dividend,PST,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.55435609,NA,NA,NA,NA,14.87633457,NA,NA,NA,NA,14.48560868,NA,NA,NA,NA,14.38999807,NA,NA,NA,NA,14.17128048,14.41360538,13.35910836,13.1314129,12.43480438,12.53368019,11.60116125,11.59376229,NA,NA
French Polynesia,PYF,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,QAT,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.63638866,NA,NA,NA,NA,89.9934996,NA,NA,NA,NA,83.53532806,NA,NA,NA,NA,85.32646863,NA,NA,NA,NA,84.12290235,81.2730055,89.24697128,88.89051503,78.83284035,94.40389119,88.22244652,91.18732793,NA,NA
Romania,ROU,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.31926367,NA,NA,NA,NA,18.57241501,NA,NA,NA,NA,17.69674039,NA,NA,NA,NA,17.15777611,NA,NA,NA,NA,17.06214749,17.63675464,16.31584539,15.36930935,15.00649546,15.43355526,14.53706284,14.61134019,NA,NA
Russian Federation,RUS,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22334661,NA,NA,NA,NA,19.87333348,NA,NA,NA,NA,19.0540371,NA,NA,NA,NA,18.99521728,NA,NA,NA,NA,19.48031098,19.19151083,18.30433841,17.79507055,16.58216295,17.0191912,16.21988971,16.16022381,NA,NA
Russian Federation,RUS,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.22334661,NA,NA,NA,NA,19.87333348,NA,NA,NA,NA,19.0540371,NA,NA,NA,NA,18.99521728,NA,NA,NA,NA,19.48031098,19.19151083,18.30433841,17.79507055,16.58216295,17.0191912,16.21988971,16.16022381,NA,NA
Rwanda,RWA,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.52701299,NA,NA,NA,NA,44.05491614,NA,NA,NA,NA,43.48168912,NA,NA,NA,NA,42.69118425,NA,NA,NA,NA,41.44091192,42.68095937,44.56089624,44.41158508,42.21148744,42.61448971,42.84380209,43.21021716,NA,NA
South Asia,SAS,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.61941001,NA,NA,NA,NA,77.85356598,NA,NA,NA,NA,78.90750233,NA,NA,NA,NA,84.33091129,NA,NA,NA,NA,89.16764514,90.56946604,82.73166317,84.690261,83.06717057,82.72487678,81.98118027,82.86952124,NA,NA
Saudi Arabia,SAU,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.57306857,NA,NA,NA,NA,72.58494094,NA,NA,NA,NA,79.075526,NA,NA,NA,NA,76.42244447,NA,NA,NA,NA,81.69918208,82.41903191,85.51330311,83.63099223,75.60844062,97.432289,84.46577505,87.94544668,NA,NA
Sudan,SDN,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.14362625,NA,NA,NA,NA,52.38815795,NA,NA,NA,NA,49.42807693,NA,NA,NA,NA,50.17542884,NA,NA,NA,NA,47.26205558,51.15242727,49.68593895,48.02814491,48.14174218,58.90478573,54.14727633,55.37083444,NA,NA
Sudan,SDN,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.14362625,NA,NA,NA,NA,52.38815795,NA,NA,NA,NA,49.42807693,NA,NA,NA,NA,50.17542884,NA,NA,NA,NA,47.26205558,51.15242727,49.68593895,48.02814491,48.14174218,58.90478573,54.14727633,55.37083444,NA,NA
Sudan,SDN,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.14362625,NA,NA,NA,NA,52.38815795,NA,NA,NA,NA,49.42807693,NA,NA,NA,NA,50.17542884,NA,NA,NA,NA,47.26205558,51.15242727,49.68593895,48.02814491,48.14174218,58.90478573,54.14727633,55.37083444,NA,NA
Senegal,SEN,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.01650284,NA,NA,NA,NA,41.70807834,NA,NA,NA,NA,41.35304585,NA,NA,NA,NA,35.54506007,NA,NA,NA,NA,34.98538395,35.93539952,36.16775596,34.0182249,36.82683776,44.34080072,38.69494655,40.6958259,NA,NA
Singapore,SGP,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.72424305,NA,NA,NA,NA,18.75501505,NA,NA,NA,NA,19.32318502,NA,NA,NA,NA,20.80131394,NA,NA,NA,NA,20.60946174,19.34942078,20.88649301,18.70707148,17.40887705,20.66338947,18.79780262,19.0782565,NA,NA
Solomon Islands,SLB,East Asia and the Pacific,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.76173553,NA,NA,NA,NA,13.09875403,NA,NA,NA,NA,13.86695434,NA,NA,NA,NA,14.17872347,NA,NA,NA,NA,14.37425559,14.37537331,13.43024493,12.55325496,12.17203082,12.69969555,11.83068915,11.87912184,NA,NA
Sierra Leone,SLE,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.73264763,NA,NA,NA,NA,20.13938382,NA,NA,NA,NA,20.50687033,NA,NA,NA,NA,19.31250968,NA,NA,NA,NA,18.52888841,18.74315581,20.10129417,18.43566679,17.69823222,22.52859793,21.34393233,21.62594668,NA,NA
El Salvador,SLV,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.12621396,NA,NA,NA,NA,31.81959015,NA,NA,NA,NA,31.8525956,NA,NA,NA,NA,31.97286682,NA,NA,NA,NA,30.46194135,33.62826513,30.93397435,30.75988157,27.50259084,26.47473092,24.73648611,24.47229229,NA,NA
San Marino,SMR,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.73598464,NA,NA,NA,NA,29.90111252,NA,NA,NA,NA,31.38598928,NA,NA,NA,NA,29.7218033,NA,NA,NA,NA,29.00018535,31.23015581,31.58710495,29.5515726,30.40108067,32.01839243,31.75174608,32.03458423,NA,NA
Serbia,SRB,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.41516437,NA,NA,NA,NA,29.79295442,NA,NA,NA,NA,29.22397031,NA,NA,NA,NA,29.68541749,NA,NA,NA,NA,29.10058899,31.03402776,28.5847484,27.43078591,26.49207255,26.95437789,24.78062162,24.72635819,NA,NA
Serbia,SRB,Eastern Europe and Central Asia,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.41516437,NA,NA,NA,NA,29.79295442,NA,NA,NA,NA,29.22397031,NA,NA,NA,NA,29.68541749,NA,NA,NA,NA,29.10058899,31.03402776,28.5847484,27.43078591,26.49207255,26.95437789,24.78062162,24.72635819,NA,NA
Sub-Saharan Africa (excluding high income),SSA,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.02195071,NA,NA,NA,NA,43.11661594,NA,NA,NA,NA,42.78967591,NA,NA,NA,NA,39.83088923,NA,NA,NA,NA,38.21440377,38.36285444,39.83156883,37.91881891,37.23411216,45.67307348,44.37073023,44.61546713,NA,NA
South Sudan,SSD,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.23936209,NA,NA,NA,NA,45.37858315,NA,NA,NA,NA,44.10158865,NA,NA,NA,NA,44.39170427,NA,NA,NA,NA,43.22533996,45.10147241,43.97405864,42.64200121,41.90056033,47.76803169,44.84657199,45.57750557,NA,NA
South Sudan,SSD,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.23936209,NA,NA,NA,NA,45.37858315,NA,NA,NA,NA,44.10158865,NA,NA,NA,NA,44.39170427,NA,NA,NA,NA,43.22533996,45.10147241,43.97405864,42.64200121,41.90056033,47.76803169,44.84657199,45.57750557,NA,NA
Sub-Saharan Africa,SSF,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.01891851,NA,NA,NA,NA,43.11386041,NA,NA,NA,NA,42.7870978,NA,NA,NA,NA,39.82891771,NA,NA,NA,NA,38.21263496,38.36121415,39.82980453,37.91720228,37.23257874,45.67066921,44.3685111,44.61323689,NA,NA
Small states,SST,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66444758,NA,NA,NA,NA,26.81478282,NA,NA,NA,NA,27.07830646,NA,NA,NA,NA,27.19275768,NA,NA,NA,NA,29.34714178,29.60182697,30.07785874,29.86595895,28.86819795,31.46494227,30.07732997,30.47224611,NA,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44904446,NA,NA,NA,NA,30.31451602,NA,NA,NA,NA,30.31190099,NA,NA,NA,NA,29.33439458,NA,NA,NA,NA,27.12662111,27.86024402,25.91584337,27.65881666,27.86230189,28.43209352,28.6665386,28.53958436,NA,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44904446,NA,NA,NA,NA,30.31451602,NA,NA,NA,NA,30.31190099,NA,NA,NA,NA,29.33439458,NA,NA,NA,NA,27.12662111,27.86024402,25.91584337,27.65881666,27.86230189,28.43209352,28.6665386,28.53958436,NA,NA
Suriname,SUR,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99310016,NA,NA,NA,NA,30.04112474,NA,NA,NA,NA,29.02589301,NA,NA,NA,NA,29.97570504,NA,NA,NA,NA,29.83188899,31.03872183,29.1336101,28.80831685,25.99884713,25.9732844,25.31697817,24.78001054,NA,NA
Slovak Republic,SVK,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.95343635,NA,NA,NA,NA,22.8106087,NA,NA,NA,NA,21.7239994,NA,NA,NA,NA,21.94341977,NA,NA,NA,NA,21.69021974,21.76719851,19.76493293,19.31549268,18.30418161,18.8026457,17.35366264,17.56291134,NA,NA
Slovak Republic,SVK,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.95343635,NA,NA,NA,NA,22.8106087,NA,NA,NA,NA,21.7239994,NA,NA,NA,NA,21.94341977,NA,NA,NA,NA,21.69021974,21.76719851,19.76493293,19.31549268,18.30418161,18.8026457,17.35366264,17.56291134,NA,NA
Slovenia,SVN,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.27114799,NA,NA,NA,NA,20.88141418,NA,NA,NA,NA,19.13404698,NA,NA,NA,NA,19.42284115,NA,NA,NA,NA,18.6816561,19.5141379,17.67007906,17.57137864,16.63270074,17.12815192,15.91273727,16.02397998,NA,NA
Sweden,SWE,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.947532306,NA,NA,NA,NA,7.575328372,NA,NA,NA,NA,7.57800898,NA,NA,NA,NA,7.165820215,NA,NA,NA,NA,7.209759036,7.391221331,6.627941996,6.431168897,6.959197681,6.322498333,6.114258462,6.18466509,NA,NA
Sweden,SWE,Europe,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.947532306,NA,NA,NA,NA,7.575328372,NA,NA,NA,NA,7.57800898,NA,NA,NA,NA,7.165820215,NA,NA,NA,NA,7.209759036,7.391221331,6.627941996,6.431168897,6.959197681,6.322498333,6.114258462,6.18466509,NA,NA
Eswatini,SWZ,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.83218111,NA,NA,NA,NA,18.406869,NA,NA,NA,NA,18.66855131,NA,NA,NA,NA,18.3048844,NA,NA,NA,NA,18.12819268,17.97331213,18.1823313,18.30780849,17.97877739,17.92480826,17.14854776,17.16878731,NA,NA
Sint Maarten (Dutch part),SXM,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,SYC,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.79736001,NA,NA,NA,NA,21.76837461,NA,NA,NA,NA,21.64752028,NA,NA,NA,NA,21.77301003,NA,NA,NA,NA,21.09126804,21.61035805,21.49533511,20.96973692,20.97051747,20.05359496,20.40382446,20.17864936,NA,NA
Syrian Arab Republic,SYR,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.71794575,NA,NA,NA,NA,44.62346833,NA,NA,NA,NA,41.55630603,NA,NA,NA,NA,39.94175144,NA,NA,NA,NA,42.65768485,41.12495285,41.01683877,41.91496819,41.53448066,44.31390854,43.70255284,43.75725947,NA,NA
Syrian Arab Republic,SYR,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.71794575,NA,NA,NA,NA,44.62346833,NA,NA,NA,NA,41.55630603,NA,NA,NA,NA,39.94175144,NA,NA,NA,NA,42.65768485,41.12495285,41.01683877,41.91496819,41.53448066,44.31390854,43.70255284,43.75725947,NA,NA
Syrian Arab Republic,SYR,Middle East and North Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.71794575,NA,NA,NA,NA,44.62346833,NA,NA,NA,NA,41.55630603,NA,NA,NA,NA,39.94175144,NA,NA,NA,NA,42.65768485,41.12495285,41.01683877,41.91496819,41.53448066,44.31390854,43.70255284,43.75725947,NA,NA
Turks and Caicos Islands,TCA,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,TCA,Latin America and Caribbean,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,Sub-Saharan Africa,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7209816,NA,NA,NA,NA,68.90049893,NA,NA,NA,NA,65.97160056,NA,NA,NA,NA,58.20089197,NA,NA,NA,NA,56.58662749,55.19515958,58.67538804,53.0564069,51.24716851,68.68239375,64.77076912,66.0292055,NA,NA
East Asia & Pacific (IDA & IBRD countries),TEA,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.54203172,NA,NA,NA,NA,49.01787294,NA,NA,NA,NA,50.18372554,NA,NA,NA,NA,54.093541,NA,NA,NA,NA,56.05483096,56.6065491,51.83335714,52.63415277,48.28311394,47.49867543,42.43189045,42.67140529,NA,NA
Europe & Central Asia (IDA & IBRD countries),TEC,NA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.39784224,NA,NA,NA,NA,26.20155911,NA,NA,NA,NA,25.7284469,NA,NA,NA,NA,25.68099378,NA,NA,NA,NA,26.59969418,26.33368942,25.36222079,24.86198725,24.04547776,25.12045017,23.97877768,24.07869299,NA,NA
