mill_name_,latitude,longitude,iso,certificat,group_name
K.K.S Golconda,3.1386,101.3877,MYS,None,Unknown
Kilang Kelapa Sawit Minyak,3.4359,101.4744,MYS,None,Unknown
Prosper Palm Oil Mill,2.9855,102.4839,MYS,None,Unknown
Seri Ulu Langat Palm Oil Sdn Bhd,2.8527,101.6592,MYS,None,Unknown
K.K.S Jerangau Barat,4.9906,103.0676,MYS,None,Unknown
PERANAP,-0.5847,102.0194,IDN,None,Unknown
KKS SUNGAI BURUNG,4.4055,118.1405,MYS,None,Unknown
MAYVIN,5.5553,117.2264,MYS,None,Unknown
NAK PALM OIL MILL,5.9003,117.8543,MYS,None,Unknown
SEPAGAYA PALM OIL MILL,5.6516,118.1222,MYS,None,Unknown
Gan Teng Siew Realty,2.5925,101.9591,MYS,None,Unknown
KKS Nitar,2.4064,103.6564,MYS,None,Unknown
Kilang Kelapa Sawit Flemington,3.9014,100.8616,MYS,None,Unknown
Jeng Huat (Bahau) Realty,3.1044,102.4579,MYS,None,Unknown
Kilang Kelapa Sawit Eng Hong Sdn Bhd,2.8594,101.4766,MYS,None,Unknown
Kilang Kelapa Sawit Fermanagh,2.6469,101.7098,MYS,None,Unknown
Kilang Kelapa Sawit Sepang,2.8197,101.7337,MYS,None,Unknown
Kilang Kelapa Sawit Risda Durian Mas,4.7565,103.3997,MYS,None,Unknown
K.K.S.LUMADAN,5.3475,115.7273,MYS,None,Unknown
KILANG KELAPA SAWIT NIAH,4.2994,114.0284,MYS,None,Unknown
Ladang Petri Tenggara,1.8305,103.7246,MYS,None,Unknown
Kilang Kelapa Sawit Meru,3.7667,101.1,MYS,None,Unknown
Felcra Jaya Samarahan,1.4611,110.4312,MYS,None,Unknown
PT KALLISTA ALAM,3.8715,96.5818,IDN,None,Unknown
TENGGAROH,2.0922,103.8721,MYS,None,Unknown
TENGGAROH TIMUR,2.1628,103.9122,MYS,None,Unknown
Ladang Tai Tak (Kota Tinggi),1.7434,103.9017,MYS,None,Unknown
PT BANGUN SEMPURNA LESTARI JL .,2.717,97.917,IDN,None,Unknown
PT KARYA PRATAMA NIAGA JAYA JL .,3.3164,99.3138,IDN,None,Unknown
PT BEURATA SUBUR PERSADA,4.1253,96.3413,IDN,None,Unknown
PT SINAR LANGKAT PERKASA JL.,3.6208,98.4015,IDN,None,Unknown
PT CIPTA CHEMICAL MEDAN OIL,3.8542,98.3444,IDN,None,Unknown
PT SUMBER SAWIT JAYA LESTARI,2.7616,99.9584,IDN,None,Unknown
PT SAGO NAULI,0.4699,99.2234,IDN,None,Unknown
PT MUSTIKA AGUNG SAWIT SEJAHTERA Jl,1.29,101.2424,IDN,None,Unknown
EXTRACTORA CENTRAL S.A.,7.284,-73.6218,COL,None,Unknown
HACIENDA LA CABAÃ‘A S.A.,4.3012,-73.3564,COL,None,Unknown
TANJUNG,5.6443,118.3331,MYS,None,Unknown
Victory Eng Hoe Plantations,1.7891,103.3641,MYS,None,Unknown
MALSA,5.7811,117.6587,MYS,None,Unknown
EXTRACTORA LA PAZ S.A.,3.7177,-73.248,COL,None,Unknown
Multi Prima Entakai,0.0594,110.7497,IDN,None,Unknown
KIM LOONG PALM OIL MILLS  SDN BHD,1.8077,103.9616,MYS,None,Unknown
Pujud Karya Sawit,1.0249,100.5278,IDN,None,Unknown
PTPN V (Tanah Putih),1.74,100.51,IDN,None,Unknown
KILANG KELAPA SAWIT SIANG,1.5454,104.2093,MYS,None,Unknown
PTPN V (Tanjung Medan),1.58,100.58,IDN,None,Unknown
Vila Sutera,3.846,103.3299,MYS,None,Unknown
PROLIFIC,5.6982,117.7864,MYS,None,Unknown
PTPN V (Sei Buantan),0.6727,102.0169,IDN,None,Unknown
TANAH,5.648,117.2942,MYS,None,Unknown
LUMADAN,5.2553,115.6567,MYS,None,Unknown
PT GANDAERAH POM,-0.1538,102.2182,IDN,None,Unknown
Arah Kawasan,5.5364,100.4313,MYS,None,Unknown
Kilang Isi Sawit (Felda),1.4506,103.906,MYS,None,Unknown
Kilang Kelapa Sawit Bukit Pasir Sdn. Bhd. (Hok Huat Oil Mills),2.1481,102.6488,MYS,None,Unknown
KLK Premier Oils Sdn Bhd,5.027,118.3417,MYS,None,Unknown
Central Palm Oil Mill,4.8557,100.7381,MYS,None,Unknown
Makmur Abadi Raya,3.8081,98.3419,IDN,None,Unknown
Palmatec Corporation de Costa Rica S.A,8.4212,-82.9686,CRI,None,Unknown
Elegant Palms,5.0078,100.5395,MYS,None,Unknown
GHANA OIL PALM DEVELOPMENT COMPANY LTD,6.26,-0.941,GHA,None,Unknown
Induspalma Dominicana,18.7254,-69.7641,DOM,None,Unknown
Ladang Tai Tak Sdn. Bhd,1.7218,103.8963,MYS,None,Unknown
Kilang Minyak Sawit Kamunting,4.8776,100.7289,MYS,None,Unknown
PTPN II ( Pagar Merbau),3.4202,98.7041,IDN,None,Unknown
Kilang Kelapa Sawit Lekir,4.15,100.7211,MYS,None,Unknown
Kumpulan Krisjati,4.7778,115.2768,MYS,None,Unknown
Bukit Barisan Indah Prima,-1.3396,103.4554,IDN,None,Unknown
Bell - KSL,2.4264,101.9576,MYS,None,Unknown
Minsawi Industries (K. Kangsar),4.8753,100.9059,MYS,None,Unknown
Bahari Gembira Ria,-1.7918,103.7935,IDN,None,Unknown
Murini Sam-Sam 2 (Pelintung),1.5848,101.593,IDN,None,Unknown
Samsam,0.9375,101.3002,IDN,None,Unknown
Syarikat Peladang & Perusahaan Minyak,3.9797,100.9906,MYS,None,Unknown
Gunung Tua Abadi,-3.8082,105.1718,IDN,None,Unknown
Perkebunan Mitra Ogan,-3.8965,104.3545,IDN,None,Unknown
Telaga Hikmah,-3.5986,105.06,IDN,None,Unknown
PT. United Kingdom Indonesia Plantations,3.4944,98.3972,IDN,None,Unknown
Anugerah Langkat Makmur,4.013,98.1942,IDN,None,Unknown
GEDONG BIARA MILL,4.2914,98.1522,IDN,None,Unknown
PT DJAJA PUTRA INDONESIA,2.6803,99.4276,IDN,None,Unknown
PT KEPOKRAJA,4.1861,98.0424,IDN,None,Unknown
Perak Agro Mills,4.1773,100.9461,MYS,None,Unknown
PT HERFINTA FARM & PLANTATION,1.8535,100.1656,IDN,None,Unknown
PT KENCANA AMAL TANI,3.5883,98.3056,IDN,None,Unknown
Nunukan Jaya Lestari,4.2075,117.2333,IDN,None,Unknown
Sanggam Kahuripan Indonesia,3.1155,117.2663,IDN,None,Unknown
Katingan Indah Utama,-2.115,112.7514,IDN,None,Unknown
Henrison Inti Persada,-1.1298,131.4754,IDN,None,Unknown
Kalimantan Sawit Abadi,-2.6062,111.6671,IDN,None,Unknown
Subut Mas Abadi,-2.5458,111.6184,IDN,None,Unknown
Synn Palm Oil,4.8296,100.7036,MYS,None,Unknown
KS SEROJA (JENGKA 18)-PAHANG,3.7685,102.5454,MYS,None,Unknown
Pelakar,-2.1853,102.6422,IDN,None,Unknown
Pangkalan Panji,-2.9492,104.466,IDN,None,Unknown
Bumi Sawit,3.0123,99.2356,IDN,None,Unknown
Muara Kandis,-2.9002,103.1764,IDN,None,Unknown
8 DEGREES NORTH,7.2,-2.1173,GHA,None,Unknown
Lam Soon (Thailand) PCL - Trang Plant,7.71,99.3205,THA,None,Unknown
United Palm Oil Industry Public Company Limited (UPOIC) - Krabinoi,8.1538,99.0219,THA,None,Unknown
Unico Desa Plantations,5.4303,118.5258,MYS,None,Unknown
KS KRAU-PAHANG,3.6472,101.9764,MYS,None,Unknown
KS MEMPAGA-PAHANG,3.38,101.58,MYS,None,Unknown
KS SERTING HILIR-N. SEMBILAN,2.9978,102.4781,MYS,None,Unknown
KS ARING B-KELANTAN,4.9364,102.4256,MYS,None,Unknown
Ladang Mill,5.6183,117.6453,MYS,None,Unknown
PKS Sei Buatan,0.6539,101.8648,IDN,None,Unknown
PKS Gunung Meliau,-0.1068,110.2928,IDN,None,Unknown
Kilang Kelapa Sawit Changkat Chermin,4.2753,100.7853,MYS,None,Unknown
Akrab Perkasa,5.8177,117.8688,MYS,None,Unknown
Kilang Kelapa Sawit Yee Lee Palm Oil Industries,4.0866,101.2786,MYS,None,Unknown
Kilang Kelapa Sawit United Int. Enterprise  (UIE),4.4477,100.7204,MYS,None,Unknown
CHINI 2 POM,3.3665,102.9313,MYS,None,Unknown
SELENDANG POM,2.7033,103.4401,MYS,None,Unknown
PEMBANGUNAN,5.7853,117.7011,MYS,None,Unknown
COINSU,15.7432,-87.8879,HND,None,Unknown
FRUPALMA S.A.,10.7044,-74.1948,COL,None,Unknown
PALMACEITE S.A.,10.6189,-74.1689,COL,None,Unknown
PALMAGRO S.A.,9.6515,-73.5663,COL,None,Unknown
PALMARIGUANI S.A.,9.936,-73.9441,COL,None,Unknown
Ever-Yield,5.646,117.328,MYS,None,Unknown
REPSA II,16.1397,-90.1658,GTM,None,Unknown
EXPORTADORA ATLANTICO,15.5813,-88.5648,GTM,None,Unknown
PATAXTE,15.3448,-89.2918,GTM,None,Unknown
Keningau Palm Oil  Mill,5.3346,116.0872,MYS,None,Unknown
PT. BERKAT SAWIT SEJAHTERA,0.2381,99.7036,IDN,None,Unknown
PT. FORTIUS AGRO ASIA,0.4772,100.7515,IDN,None,Unknown
PT. MANDIRI SAWIT BERSAMA,1.0736,99.9951,IDN,None,Unknown
Meridian Plantations,6.4738,117.5628,MYS,None,Unknown
INVERSORA DEL MAGDALENA & CIA S.A.,10.7222,-74.2,COL,None,Unknown
Agropecuaria Santa Maria S.A. San Martin,3.5159,-73.5583,COL,None,Unknown
Melangking Oil  Palm Plantation,5.639,118.1653,MYS,None,Unknown
Entrepalmas S.A.S.,3.5646,-73.5794,COL,None,Unknown
EPA Management,1.558,103.6421,MYS,None,Unknown
Beaufort Palm Oil Mill,5.3086,115.705,MYS,None,Unknown
KILANG SAWIRA MAKMUR SDN.BHD.,2.9676,103.0924,MYS,None,Unknown
Sook Oil  Mill,5.3263,116.4211,MYS,None,Unknown
COOPEAGROPAL EL ROBLE,8.4358,-82.9447,CRI,None,Unknown
COOPEMAPACHI,8.4433,-82.8505,PAN,None,Unknown
ALIANZA ORIENTAL S.A.,3.9951,-73.5808,COL,None,Unknown
GRADESA S.A.,11.0027,-74.2186,COL,None,Unknown
EXTRACTORA RIO COCA S.A.,-0.3825,-76.9955,ECU,None,Unknown
Kilang Kelapa Sawit Pinangah,4.5094,118.4129,MYS,None,Unknown
"EXTRACTORA LA FRANCIA, S. A.",15.468,-88.8042,GTM,None,Unknown
PELITA TINJAR,3.6889,114.1699,MYS,None,Unknown
QL Plantation,4.4765,118.1981,MYS,None,Unknown
SAMARAHAN JAYA,1.3906,110.4555,MYS,None,Unknown
GENTING JAMBONGANG,6.6597,117.3414,MYS,None,Unknown
PT ANUGRAH MULTI SAWITA,2.7066,99.6185,IDN,None,Unknown
Konsep Muktamad,4.2473,117.8824,MYS,None,Unknown
PT SUBUR ARUM MAKMUR SEMANANENEK MILL,0.8193,100.8875,IDN,None,Unknown
SI KIJANG,0.4144,101.6668,IDN,None,Unknown
SANDIKA NATA PALMA,-2.1699,110.6736,IDN,None,Unknown
DALU DALU,1.1785,100.2703,IDN,None,Unknown
SONTANG,1.06,100.7572,IDN,None,Unknown
TELEN,1.2478,117.6935,IDN,None,Unknown
ASIATIC SRI TANJUNG POM,5.423,118.2733,MYS,None,Unknown
PT DIVA PRATAMA SAKTI,0.5309,101.2232,IDN,None,Unknown
PT LUBUK BENDAHARA PALMA INDUSTRI,0.611,100.5547,IDN,None,Unknown
PT MASUBA CITRA MANDIRI,0.675,100.525,IDN,None,Unknown
Kilang Sawit Risda Sg Ambat,2.14,103.8715,MYS,None,Unknown
Winsome Harvest Palm Oil Mill,4.6186,118.2821,MYS,None,Unknown
SUNGAI BAHAR PACIFIC UTAMA,-1.5381,103.6328,IDN,None,Unknown
PERKEBUNAN NUSANTARA XIII PELAIHARI,-3.7255,114.7863,IDN,None,Unknown
NEGERI LAMA I,2.3597,100.0419,IDN,None,Unknown
Kilang Sawit Bukit Kepong Felcra Bhd,2.3437,102.8256,MYS,None,Unknown
Pukin Palm Oil Mill,2.7222,102.9112,MYS,None,Unknown
Achi Jaya Plantations,2.2515,103.0513,MYS,None,Unknown
Bell Palm Industries,1.9168,102.8918,MYS,None,Unknown
Dominion Square,2.3242,102.4828,MYS,None,Unknown
Dara Lam Soon,2.0228,103.2672,MYS,None,Unknown
Kilang Sawit Felcra Berhad Sg Melikai,4.3235,100.9383,MYS,None,Unknown
Pamol Plantation,2.0774,102.7185,MYS,None,Unknown
Coronation Palm Oil Mill,2.6009,102.6246,MYS,None,Unknown
Kilang Sawit Muar,3.8927,103.0996,MYS,None,Unknown
Diamond Jubilee Oil Mill,5.7064,117.5358,MYS,None,Unknown
Bukit Benut Oil Palm Mill,1.9311,103.3474,MYS,None,Unknown
Suburban Properties,3.8342,101.1745,MYS,None,Unknown
Endau Palm Oil Mill,4.9244,101.1051,MYS,None,Unknown
Prosper Palm Oil Mill,5.4238,118.1454,MYS,None,Unknown
Kilang Kelapa Sawit Bukit Pasir,2.7295,102.94,MYS,None,Unknown
Kilang Sawit Panji Alam,2.2912,102.9956,MYS,None,Unknown
Ladang Tai Tak (Kota Tinggi),4.1407,103.219,MYS,None,Unknown
Perusahaan Minyak Sawit Bintang,2.7999,102.7584,MYS,None,Unknown
Sungei Kahang Palm Oil,4.4041,100.8358,MYS,None,Unknown
Victory Eng Hoe Plantations,3.7922,101.3519,MYS,None,Unknown
Arah Kawasan,5.2788,100.6867,MYS,None,Unknown
Awan Timur Palm Oil Mill Resources (Perak),4.5931,100.7325,MYS,None,Unknown
Felcra Processing & Engineering,2.3882,103.8014,MYS,None,Unknown
Kilang Minyak Sawit Kamunting,4.6739,100.7071,MYS,None,Unknown
Ladang Serasa,1.8886,103.6218,MYS,None,Unknown
Kilang Kelapa Sawit Lekir,4.955,100.4689,MYS,None,Unknown
Syarikat Peladang & Perusahaan Minyak,4.1598,101.2819,MYS,None,Unknown
Pinehill Plantations (Malaysia),4.2516,100.6712,MYS,None,Unknown
Sungai Kerang Development,3.5253,113.3575,MYS,None,Unknown
Synn Palm Oil,3.0975,102.4267,MYS,None,Unknown
Tian Siang Oil Mill (Air Kuning),6.4661,117.5688,MYS,None,Unknown
Tian Siang Oil Mill (Perak),5.2181,118.0311,MYS,None,Unknown
Melewar Properties,5.2308,115.9863,MYS,None,Unknown
Sankina Oil Mill,4.9897,118.5551,MYS,None,Unknown
THP Sabaco  (Sg Tenegang Mill),1.9659,103.4343,MYS,None,Unknown
Koong Shing,2.0587,103.3616,MYS,None,Unknown
Pontian Fico Plantation,3.9683,101.0965,MYS,None,Unknown
Golden Elate,5.4901,117.9886,MYS,None,Unknown
Genting SDC (Trushidup Mill),5.9644,117.3744,MYS,None,Unknown
Genting SDC (Tanjung Mill),5.518,117.7088,MYS,None,Unknown
Manilal & Sons (Malaya),5.2078,100.4839,MYS,None,Unknown
Tradelift Indopalm,5.3047,118.3401,MYS,None,Unknown
Syarikat Kretam Mill,2.2319,103.526,MYS,None,Unknown
Sabahmas Plantation  (Ribubonus),8.5199,99.228,THA,None,Unknown
Berkat Setia,5.71,117.6208,MYS,None,Unknown
Prolific Yield,6.6752,116.9601,MYS,None,Unknown
Malsa Corporation,5.1748,100.6741,MYS,None,Unknown
Wee Tee Tong Palm Oil Mill,5.3364,116.9425,MYS,None,Unknown
Ever-Yield,2.1947,103.878,MYS,None,Unknown
Tanah Emas Oil Palm Processing,5.244,118.326,MYS,None,Unknown
Tanjung Panjang Palm Oil Mill,5.1541,118.2285,MYS,None,Unknown
Sabah Softwood,3.0772,103.1747,MYS,None,Unknown
TSH Plantations (Sabahan Mill),4.537,100.7187,MYS,None,Unknown
PTPN XIII (G. Meliau),-0.1161,110.2905,IDN,None,Unknown
Putra Bangka Mandiri,-2.1661,106.0045,IDN,None,Unknown
Agro Sarimas Indonesia,-0.5213,102.9207,IDN,None,Unknown
Bangun Tenera Riau,0.2885,101.4166,IDN,None,Unknown
Bina Sawit Nusantara,0.1663,101.3249,IDN,None,Unknown
Buditani Kembang Jaya,0.5428,101.5813,IDN,None,Unknown
Dwimitra Daya Riau,1.8139,100.3985,IDN,None,Unknown
Ekadura Indonesia,0.8843,100.6117,IDN,None,Unknown
Flora Wahana Tirta,0.137,101.2678,IDN,None,Unknown
Gandaerah Hendana,-0.1579,102.2059,IDN,None,Unknown
Gunung Mas Raya,1.5857,100.6765,IDN,None,Unknown
Guna Agung Semesta,1.0068,101.2731,IDN,None,Unknown
Intan Sejati Andalan,1.4304,101.2873,IDN,None,Unknown
Jatimjaya Perkasa,1.9474,100.7371,IDN,None,Unknown
Kimia Tirta Utama,0.6746,101.7289,IDN,None,Unknown
Lahan Tani Sakti,1.635,100.9577,IDN,None,Unknown
Meskom Agro Sarimas,1.5488,102.0885,IDN,None,Unknown
Mitra Bumi,0.7057,101.0055,IDN,None,Unknown
Multi Agro Sentosa,0.7708,100.8853,IDN,None,Unknown
Nagamas Agro Mulia,1.2797,100.3366,IDN,None,Unknown
Peputra Masterindo,0.5931,100.9902,IDN,None,Unknown
Rohul Sawit Industri,0.6833,100.5292,IDN,None,Unknown
Sawit Asahan Indah,0.7613,100.519,IDN,None,Unknown
Salim Ivomas Pratama - PKS Balam,1.6919,100.5585,IDN,None,Unknown
Surya Agrolika Reksa,-0.137,101.3908,IDN,None,Unknown
Tasma Puja,0.2737,101.2125,IDN,None,Unknown
Tunggal Perkasa Plantation,-0.3052,102.2732,IDN,None,Unknown
Dharma Wungu Guna,1.7652,100.4902,IDN,None,Unknown
Murini Samsam,1.0569,101.2402,IDN,None,Unknown
Sinarsiak Dianpermai,0.4494,101.6212,IDN,None,Unknown
SANDAKAN BAY OIL MILL,9.0844,99.4285,THA,None,Unknown
Suburmas Plantations,2.4889,102.9363,MYS,None,Unknown
Serian Palm Oil Mill,2.939,103.2438,MYS,None,Unknown
Wealth Leap (Harvard Master),3.7453,101.1459,MYS,None,Unknown
Binu Plantations,3.9417,114.0265,MYS,None,Unknown
Kumpulan Krisjati (Trusan),2.2112,103.2131,MYS,None,Unknown
Solar Green (Judan),5.5637,117.9003,MYS,None,Unknown
RH Lundu Palm Oil Mill,2.4656,111.9313,MYS,None,Unknown
PSS Oil Mill,2.8908,102.522,MYS,None,Unknown
Woodman Kuala Baram Estates (Semanok Mill),1.4376,103.9044,MYS,None,Unknown
Mukah Kilang Kelapa Sawit,4.9036,100.907,MYS,None,Unknown
Sachiew Plantation,6.2338,117.5288,MYS,None,Unknown
Emrpesa (M),5.0523,100.5156,MYS,None,Unknown
PT. Mopoli Raya,4.4538,96.1579,IDN,None,Unknown
Blang Ketumba,4.985,96.7,IDN,None,Unknown
Prima Palm Latex Industri,2.7831,99.254,IDN,None,Unknown
Sawita Inter Perkasa,2.799,99.4416,IDN,None,Unknown
Sintong Abadi,2.9239,99.7074,IDN,None,Unknown
Simpang Kanan Lestarindo,1.8514,100.2956,IDN,None,Unknown
Socfindo (Aek Loba),2.6514,99.6178,IDN,None,Unknown
Cinta Raja,3.217,98.781,IDN,None,Unknown
Serdang Tengah,3.3958,98.8553,IDN,None,Unknown
Tales Inti Sawit,3.3273,98.764,IDN,None,Unknown
Cisadane Sawit Raya,2.2406,100.1924,IDN,None,Unknown
Pangkatan Indonesia,2.1031,99.9477,IDN,None,Unknown
Sawitta Unggul Jaya,2.3335,100.0995,IDN,None,Unknown
Tolan Tiga Indonesia,2.0606,100.0817,IDN,None,Unknown
Perkebunan Milano,1,100,IDN,None,Unknown
Kencana Inti Perkasa,2.5675,99.5783,IDN,None,Unknown
Kwalaintan Sawitselatan,2.459,99.6379,IDN,None,Unknown
Lingga Tiga Sawit,2.2263,100.0819,IDN,None,Unknown
Karya Agung Sawita,1.0657,99.9631,IDN,None,Unknown
Sawitta Jaya Lau Pakam,3.2604,97.965,IDN,None,Unknown
Nauli Sawit,2.0865,98.3086,IDN,None,Unknown
Sinar Gunung Sawit Raya,2.1149,98.2656,IDN,None,Unknown
Saengsiri Agro-Industries Co. Ltd,6.3518,117.4793,MYS,None,Unknown
Semilar,-2.2481,112.3404,IDN,None,Unknown
Kilang Kelapa Sawit Felcra Bukit Kepong,2.7375,102.9106,MYS,None,Unknown
Kilang Kelapa Sawit Ladang Siang,6.0475,117.2197,MYS,None,Unknown
Kilang Kelapa Sawit Felcra Nasaruddin,2.3907,102.882,MYS,None,Unknown
Kilang Kelapa Sawit Felcra Seberang Perak,3.5709,102.6857,MYS,None,Unknown
Topaz Emas,5.4011,117.8847,MYS,None,Unknown
Kilang Kelapa Sawit Sungai Dingin,2.7785,102.9621,MYS,None,Unknown
Kilang Kelapa Sawit TRP,2.6663,102.807,MYS,None,Unknown
Boustead Emastulin (Segaria Mill),4.4816,118.3982,MYS,None,Unknown
Sari Aditya Loka-1,-1.9578,102.3727,IDN,None,Unknown
K.K.S Maokil,5.1094,102.897,MYS,None,Unknown
KKS Telok Sengat,5.1783,100.7167,MYS,None,Unknown
Kilang Kosfarm Sdn Bhd,1.5669,104.0449,MYS,None,Unknown
Seri Intan Palm Oil Mill,2.3096,103.5292,MYS,None,Unknown
K.K.S. LUBUK ANTU,3.5926,103.083,MYS,None,Unknown
Felcra Jaya Samarahan,4.1423,100.8389,MYS,None,Unknown
Rekahalus,3.9131,101.1988,MYS,None,Unknown
Kencana Sawit Indonesia,-1.4667,101.5129,IDN,None,Unknown
AMP Plantation,-0.1547,100.0292,IDN,None,Unknown
PT HUTA BAYU MARSADA,3.0638,99.3336,IDN,None,Unknown
PT FAJAR BAIZURY & BROTHERS,4.1162,96.4426,IDN,None,Unknown
PT SYAUKATH SEJAHTERA,5.2284,96.899,IDN,None,Unknown
PT SISIRAU,4.2036,98.0642,IDN,None,Unknown
KIM LOONG PALM OIL MILLS  SDN BHD,4.3744,103.3493,MYS,None,Unknown
PT HARAPAN JAYA SAWITA JL .,3.8631,98.4214,IDN,None,Unknown
PT KARYA MITRA ANDALAN,2.7846,99.6182,IDN,None,Unknown
PT DELIMA MAKMUR,2.2451,98.0285,IDN,None,Unknown
"ADEI PLANTATION & INDUSTRI, PT",1.0816,101.3275,IDN,None,Unknown
PT. SANDABI INDAH LESTARI,-3.3097,102.0926,IDN,None,Unknown
PT. Karya Tanah Subur,4.3497,96.1644,IDN,None,Unknown
PT. Perkebunan Lembah Bhakti,2.3169,97.9899,IDN,None,Unknown
Seong Thye Plantations Sdn. Bhd. (Rompin),3.9897,101.081,MYS,None,Unknown
U KERATONG,2.2435,102.4814,MYS,None,Unknown
Global Kalimantan Makmur,0.7298,110.4631,IDN,None,Unknown
Bintang Harapan Desa,-0.1123,110.3324,IDN,None,Unknown
Era Palmina,1.0787,100.0551,IDN,None,Unknown
Grahacipta Bangko Jaya,-2.081,102.4377,IDN,None,Unknown
Mazuma Agro Indonesia,1.1287,100.1545,IDN,None,Unknown
Maju Indo Raya,1.4093,98.8583,IDN,None,Unknown
Kebun Pantai Raja,-0.0575,101.2419,IDN,None,Unknown
PTPN V (Lubuk Datam),0.6074,101.7752,IDN,None,Unknown
Surya Inti Sari Raya,0.6305,101.5671,IDN,None,Unknown
Torusganda (Tambusai Timur),2.3822,99.8261,IDN,None,Unknown
Sumatra Jaya Agro Lestari(PKS Silaut),-2.3309,100.9953,IDN,None,Unknown
Rana Wastu Kencana,1.1418,109.3171,IDN,None,Unknown
Agronusa Investama,1.3526,109.5046,IDN,None,Unknown
Bumi Pratama Khatulistiwa,-0.0222,109.4249,IDN,None,Unknown
Buluh Cawang Plantation,-3.9486,104.9574,IDN,None,Unknown
Boswa Megalopolis,4.6983,95.6655,IDN,None,Unknown
Samudera Sawit Nabati,2.7667,97.9367,IDN,None,Unknown
Harkat Sejahtera,3.065,99.4283,IDN,None,Unknown
Jaya Baru Pertama,4.0652,98.2178,IDN,None,Unknown
Raya Padang Langkat,3.9465,98.3661,IDN,None,Unknown
Sawit Jaya Makmur Sentosa,4.0171,98.2124,IDN,None,Unknown
Serdang Cemerlang,3.7658,98.555,IDN,None,Unknown
Serdang Hulu,3.3495,98.4944,IDN,None,Unknown
Sumber Sawit Makmur,3.2705,99.2478,IDN,None,Unknown
Ensem Sawita,4.5228,97.9357,IDN,None,Unknown
Tenera Lestari,3.1639,99.4824,IDN,None,Unknown
Nafasindo,2.4359,97.9153,IDN,None,Unknown
Agrindo Indah Persada,2.7787,99.3934,IDN,None,Unknown
Campang Tiga,-3.7268,104.7745,IDN,None,Unknown
Karya Sawit Lestari,-2.8486,104.2655,IDN,None,Unknown
Pinago Utama,-2.7392,103.5685,IDN,None,Unknown
Suryabumi Agro Langgeng,-3.3381,103.9111,IDN,None,Unknown
Musi Banyuasin Indah,-2.627,103.8185,IDN,None,Unknown
Minanga Ogan,-4.0496,104.1982,IDN,None,Unknown
Permata Hijau Pasaman,1.0628,100.0715,IDN,None,Unknown
Gersindo Minang Plantation,0.121,99.7209,IDN,None,Unknown
Siak Prima Sakti,0.6512,101.7541,IDN,None,Unknown
Agrindo Indah Persada 3,-4.0103,102.4967,IDN,None,Unknown
Agrindo Indah Persada 2,-1.9639,102.3011,IDN,None,Unknown
Bumi Mentari Karya,0.6267,101.1386,IDN,None,Unknown
Perkebunan Pelalu Raya,-0.1004,100.049,IDN,None,Unknown
Agro Muko (PKS Muko-Muko),-2.6013,101.278,IDN,None,Unknown
Karya Sawitindo Mas,-3.7799,102.4018,IDN,None,Unknown
Tidar Kerinci Agung,-1.524,101.5519,IDN,None,Unknown
Anugerah Pelangi Sukses,-4.5632,103.1132,IDN,None,Unknown
Bakrie Pasaman Plantation,0.2299,99.4771,IDN,None,Unknown
Tribakti Sari Mas,-0.7282,101.6399,IDN,None,Unknown
Sapta Sentosa Jaya Abadi,-2.3857,101.1627,IDN,None,Unknown
Mutiara Agam,-0.3203,99.8773,IDN,None,Unknown
Palma Mas Sejati,-3.7779,102.369,IDN,None,Unknown
Batanghari Sawit Sejahtera,-1.3485,103.5431,IDN,None,Unknown
Sawit Anugrah Sejahtera,1.1517,101.2767,IDN,None,Unknown
Ricky Kurniawan Kertapersada,-1.4951,103.8612,IDN,None,Unknown
Petaling Mandraguna,-1.4444,103.6279,IDN,None,Unknown
Ciliandra Perkasa,0.1621,101.0549,IDN,None,Unknown
Meridian Sejati Surya Plant,0.538,101.7297,IDN,None,Unknown
Muriniwood Indah Industry,1.3938,101.3053,IDN,None,Unknown
Trimitra Lestari,-1.0687,103.1651,IDN,None,Unknown
Brahma Bina Bakti,-1.3467,103.328,IDN,None,Unknown
Bintara Tani Nusantara,0.3329,99.3828,IDN,None,Unknown
Inkud Agritama,-0.0613,100.0276,IDN,None,Unknown
Hindoli (PKS Sei Lilin),-2.6081,104.1253,IDN,None,Unknown
Cipta Futura,-3.46,103.7374,IDN,None,Unknown
Garuda Bumi Perkasa,-4.0299,105.1588,IDN,None,Unknown
Cahaya Cemerlang Lestari,-2.5358,104.1503,IDN,None,Unknown
Inti Indosawit Subur (PKS Tungkal),-1.3014,102.9794,IDN,None,Unknown
Inti Indosawit Subur (PKS Ukai II),-0.2232,102.095,IDN,None,Unknown
Inti Indosawit Subur (PKS Buatan II),0.4333,101.8323,IDN,None,Unknown
Surya Borneo Indah,-0.0389,110.1939,IDN,None,Unknown
Rezeki Kencana,-0.2664,109.2521,IDN,None,Unknown
Multi Jaya Perkasa,-0.0408,110.8088,IDN,None,Unknown
Erasakti Wira Forestama,-1.534,103.7247,IDN,None,Unknown
PT. Sinar Dinamika Kapuas,-0.3092,111.5968,IDN,None,Unknown
Mitra Austral Sejahtera,0.3591,110.4314,IDN,None,Unknown
BKT.KAPAH,4.3052,101.039,MYS,None,Unknown
PT. Kencana Andalan Nusantara,1.7837,100.3924,IDN,None,Unknown
